,onset,duration,description,subjectID,trial,onset_s,blinks,condition,chorale
684,1970-01-01 00:31:55.687500,28.15625,Listening/chor-038,8,68,1915.6875,2,Listening,038
685,1970-01-01 00:32:23.859375,28.15625,Listening/chor-019,8,69,1943.859375,1,Listening,019
686,1970-01-01 00:32:52.031250,28.15625,Listening/chor-019,8,70,1972.03125,1,Listening,019
687,1970-01-01 00:33:20.203125,28.15625,Listening/chor-019,8,71,2000.203125,11,Listening,019
688,1970-01-01 00:33:48.375000,28.15625,Imagery/chor-096,8,72,2028.375,3,Imagery,096
689,1970-01-01 00:34:16.546875,28.15625,Imagery/chor-096,8,73,2056.546875,3,Imagery,096
690,1970-01-01 00:34:44.718750,28.15625,Imagery/chor-038,8,74,2084.71875,2,Imagery,038
691,1970-01-01 00:35:12.890625,28.15625,Imagery/chor-038,8,75,2112.890625,10,Imagery,038
692,1970-01-01 00:35:41.062500,28.15625,Imagery/chor-101,8,76,2141.0625,2,Imagery,101
693,1970-01-01 00:36:09.234375,28.15625,Listening/chor-096,8,77,2169.234375,1,Listening,096
694,1970-01-01 00:36:37.406250,28.15625,Listening/chor-096,8,78,2197.40625,2,Listening,096
695,1970-01-01 00:37:05.578125,28.15625,Listening/chor-038,8,79,2225.578125,3,Listening,038
696,1970-01-01 00:37:33.750000,28.15625,Listening/chor-101,8,80,2253.75,5,Listening,101
697,1970-01-01 00:38:01.921875,28.15625,Listening/chor-019,8,81,2281.921875,7,Listening,019
698,1970-01-01 00:38:30.093750,28.15625,Imagery/chor-096,8,82,2310.09375,2,Imagery,096
699,1970-01-01 00:38:58.265625,28.15625,Imagery/chor-038,8,83,2338.265625,0,Imagery,038
700,1970-01-01 00:39:26.437500,28.15625,Imagery/chor-038,8,84,2366.4375,0,Imagery,038
701,1970-01-01 00:39:54.609375,28.15625,Imagery/chor-038,8,85,2394.609375,2,Imagery,038
702,1970-01-01 00:40:22.781250,28.15625,Imagery/chor-101,8,86,2422.78125,1,Imagery,101
703,1970-01-01 00:40:50.953125,28.15625,Imagery/chor-019,8,87,2450.953125,10,Imagery,019
704,1970-01-01 00:00:00.000000,28.15625,Listening/chor-096,9,0,0.0,4,Listening,096
705,1970-01-01 00:00:28.171875,28.15625,Listening/chor-038,9,1,28.171875,1,Listening,038
706,1970-01-01 00:00:56.343750,28.15625,Listening/chor-038,9,2,56.34375,0,Listening,038
707,1970-01-01 00:01:24.515625,28.15625,Listening/chor-019,9,3,84.515625,1,Listening,019
708,1970-01-01 00:01:52.687500,28.15625,Listening/chor-019,9,4,112.6875,0,Listening,019
709,1970-01-01 00:02:20.859375,28.15625,Listening/chor-019,9,5,140.859375,0,Listening,019
710,1970-01-01 00:02:49.031250,28.15625,Imagery/chor-096,9,6,169.03125,0,Imagery,096
711,1970-01-01 00:03:17.203125,28.15625,Imagery/chor-038,9,7,197.203125,0,Imagery,038
712,1970-01-01 00:03:45.375000,28.15625,Imagery/chor-038,9,8,225.375,0,Imagery,038
713,1970-01-01 00:04:13.546875,28.15625,Imagery/chor-101,9,9,253.546875,1,Imagery,101
714,1970-01-01 00:04:41.718750,28.15625,Imagery/chor-019,9,10,281.71875,2,Imagery,019
715,1970-01-01 00:05:09.890625,28.15625,Listening/chor-096,9,11,309.890625,1,Listening,096
716,1970-01-01 00:05:38.062500,28.15625,Listening/chor-038,9,12,338.0625,2,Listening,038
717,1970-01-01 00:06:06.234375,28.15625,Listening/chor-038,9,13,366.234375,3,Listening,038
718,1970-01-01 00:06:34.406250,28.15625,Listening/chor-101,9,14,394.40625,0,Listening,101
719,1970-01-01 00:07:02.578125,28.15625,Listening/chor-101,9,15,422.578125,1,Listening,101
720,1970-01-01 00:07:30.750000,28.15625,Listening/chor-019,9,16,450.75,0,Listening,019
721,1970-01-01 00:07:58.921875,28.15625,Listening/chor-019,9,17,478.921875,5,Listening,019
722,1970-01-01 00:08:27.093750,28.15625,Listening/chor-019,9,18,507.09375,8,Listening,019
723,1970-01-01 00:08:55.265625,28.15625,Imagery/chor-101,9,19,535.265625,0,Imagery,101
724,1970-01-01 00:09:23.437500,28.15625,Imagery/chor-101,9,20,563.4375,2,Imagery,101
725,1970-01-01 00:09:51.609375,28.15625,Imagery/chor-019,9,21,591.609375,1,Imagery,019
726,1970-01-01 00:10:19.781250,28.15625,Listening/chor-096,9,22,619.78125,1,Listening,096
727,1970-01-01 00:10:47.953125,28.15625,Listening/chor-096,9,23,647.953125,1,Listening,096
728,1970-01-01 00:11:16.125000,28.15625,Listening/chor-038,9,24,676.125,2,Listening,038
729,1970-01-01 00:11:44.296875,28.15625,Listening/chor-038,9,25,704.296875,1,Listening,038
730,1970-01-01 00:12:12.468750,28.15625,Listening/chor-038,9,26,732.46875,3,Listening,038
731,1970-01-01 00:12:40.640625,28.15625,Listening/chor-101,9,27,760.640625,1,Listening,101
732,1970-01-01 00:13:08.812500,28.15625,Listening/chor-019,9,28,788.8125,4,Listening,019
733,1970-01-01 00:13:36.984375,28.15625,Listening/chor-019,9,29,816.984375,9,Listening,019
734,1970-01-01 00:14:05.156250,28.15625,Listening/chor-019,9,30,845.15625,1,Listening,019
735,1970-01-01 00:14:33.328125,28.15625,Imagery/chor-096,9,31,873.328125,0,Imagery,096
736,1970-01-01 00:15:01.500000,28.15625,Imagery/chor-019,9,32,901.5,2,Imagery,019
737,1970-01-01 00:15:29.671875,28.15625,Listening/chor-096,9,33,929.671875,4,Listening,096
738,1970-01-01 00:15:57.843750,28.15625,Listening/chor-101,9,34,957.84375,1,Listening,101
739,1970-01-01 00:16:26.015625,28.15625,Listening/chor-101,9,35,986.015625,0,Listening,101
740,1970-01-01 00:16:54.187500,28.15625,Imagery/chor-096,9,36,1014.1875,4,Imagery,096
741,1970-01-01 00:17:22.359375,28.15625,Imagery/chor-038,9,37,1042.359375,0,Imagery,038
742,1970-01-01 00:17:50.531250,28.15625,Imagery/chor-038,9,38,1070.53125,4,Imagery,038
743,1970-01-01 00:18:18.703125,28.15625,Imagery/chor-038,9,39,1098.703125,0,Imagery,038
744,1970-01-01 00:18:46.875000,28.15625,Imagery/chor-101,9,40,1126.875,0,Imagery,101
745,1970-01-01 00:19:15.046875,28.15625,Imagery/chor-019,9,41,1155.046875,0,Imagery,019
746,1970-01-01 00:19:43.218750,28.15625,Imagery/chor-019,9,42,1183.21875,1,Imagery,019
747,1970-01-01 00:20:11.390625,28.15625,Imagery/chor-019,9,43,1211.390625,3,Imagery,019
748,1970-01-01 00:20:39.562500,28.15625,Listening/chor-096,9,44,1239.5625,0,Listening,096
749,1970-01-01 00:21:07.734375,28.15625,Listening/chor-096,9,45,1267.734375,2,Listening,096
750,1970-01-01 00:21:35.906250,28.15625,Listening/chor-038,9,46,1295.90625,3,Listening,038
751,1970-01-01 00:22:04.078125,28.15625,Imagery/chor-096,9,47,1324.078125,2,Imagery,096
752,1970-01-01 00:22:32.250000,28.15625,Imagery/chor-096,9,48,1352.25,0,Imagery,096
753,1970-01-01 00:23:00.421875,28.15625,Imagery/chor-038,9,49,1380.421875,2,Imagery,038
754,1970-01-01 00:23:28.593750,28.15625,Imagery/chor-038,9,50,1408.59375,1,Imagery,038
755,1970-01-01 00:23:56.765625,28.15625,Imagery/chor-038,9,51,1436.765625,2,Imagery,038
756,1970-01-01 00:24:24.937500,28.15625,Imagery/chor-101,9,52,1464.9375,1,Imagery,101
757,1970-01-01 00:24:53.109375,28.15625,Imagery/chor-019,9,53,1493.109375,1,Imagery,019
758,1970-01-01 00:25:21.281250,28.15625,Imagery/chor-019,9,54,1521.28125,3,Imagery,019
759,1970-01-01 00:25:49.453125,28.15625,Listening/chor-096,9,55,1549.453125,1,Listening,096
760,1970-01-01 00:26:17.625000,28.15625,Listening/chor-096,9,56,1577.625,5,Listening,096
761,1970-01-01 00:26:45.796875,28.15625,Listening/chor-038,9,57,1605.796875,2,Listening,038
762,1970-01-01 00:27:13.968750,28.15625,Listening/chor-038,9,58,1633.96875,1,Listening,038
763,1970-01-01 00:27:42.140625,28.15625,Listening/chor-101,9,59,1662.140625,0,Listening,101
764,1970-01-01 00:28:10.312500,28.15625,Listening/chor-101,9,60,1690.3125,1,Listening,101
765,1970-01-01 00:28:38.484375,28.15625,Imagery/chor-038,9,61,1718.484375,1,Imagery,038
766,1970-01-01 00:29:06.656250,28.15625,Imagery/chor-101,9,62,1746.65625,1,Imagery,101
767,1970-01-01 00:29:34.828125,28.15625,Imagery/chor-101,9,63,1774.828125,1,Imagery,101
768,1970-01-01 00:30:03.000000,28.15625,Imagery/chor-101,9,64,1803.0,0,Imagery,101
769,1970-01-01 00:30:31.171875,28.15625,Imagery/chor-019,9,65,1831.171875,0,Imagery,019
770,1970-01-01 00:30:59.343750,28.15625,Listening/chor-096,9,66,1859.34375,0,Listening,096
771,1970-01-01 00:31:27.515625,28.15625,Listening/chor-096,9,67,1887.515625,2,Listening,096
772,1970-01-01 00:31:55.687500,28.15625,Listening/chor-101,9,68,1915.6875,1,Listening,101
773,1970-01-01 00:32:23.859375,28.15625,Listening/chor-101,9,69,1943.859375,0,Listening,101
774,1970-01-01 00:32:52.031250,28.15625,Listening/chor-101,9,70,1972.03125,1,Listening,101
775,1970-01-01 00:33:20.203125,28.15625,Imagery/chor-096,9,71,2000.203125,0,Imagery,096
776,1970-01-01 00:33:48.375000,28.15625,Imagery/chor-096,9,72,2028.375,1,Imagery,096
777,1970-01-01 00:34:16.546875,28.15625,Imagery/chor-096,9,73,2056.546875,2,Imagery,096
778,1970-01-01 00:34:44.718750,28.15625,Imagery/chor-038,9,74,2084.71875,1,Imagery,038
779,1970-01-01 00:35:12.890625,28.15625,Imagery/chor-038,9,75,2112.890625,0,Imagery,038
780,1970-01-01 00:35:41.062500,28.15625,Imagery/chor-019,9,76,2141.0625,0,Imagery,019
781,1970-01-01 00:36:09.234375,28.15625,Listening/chor-038,9,77,2169.234375,2,Listening,038
782,1970-01-01 00:36:37.406250,28.15625,Listening/chor-101,9,78,2197.40625,2,Listening,101
783,1970-01-01 00:37:05.578125,28.15625,Listening/chor-019,9,79,2225.578125,0,Listening,019
784,1970-01-01 00:37:33.750000,28.15625,Listening/chor-019,9,80,2253.75,1,Listening,019
785,1970-01-01 00:38:01.921875,28.15625,Imagery/chor-096,9,81,2281.921875,4,Imagery,096
786,1970-01-01 00:38:30.093750,28.15625,Imagery/chor-096,9,82,2310.09375,3,Imagery,096
787,1970-01-01 00:38:58.265625,28.15625,Imagery/chor-096,9,83,2338.265625,2,Imagery,096
788,1970-01-01 00:39:26.437500,28.15625,Imagery/chor-101,9,84,2366.4375,1,Imagery,101
789,1970-01-01 00:39:54.609375,28.15625,Imagery/chor-101,9,85,2394.609375,2,Imagery,101
790,1970-01-01 00:40:22.781250,28.15625,Imagery/chor-101,9,86,2422.78125,1,Imagery,101
791,1970-01-01 00:40:50.953125,28.15625,Imagery/chor-019,9,87,2450.953125,2,Imagery,019
792,1970-01-01 00:00:00.000000,28.15625,Listening/chor-096,10,0,0.0,0,Listening,096
793,1970-01-01 00:00:28.171875,28.15625,Listening/chor-038,10,1,28.171875,2,Listening,038
794,1970-01-01 00:00:56.343750,28.15625,Listening/chor-038,10,2,56.34375,3,Listening,038
795,1970-01-01 00:01:24.515625,28.15625,Listening/chor-101,10,3,84.515625,0,Listening,101
796,1970-01-01 00:01:52.687500,28.15625,Listening/chor-019,10,4,112.6875,0,Listening,019
797,1970-01-01 00:02:20.859375,28.15625,Imagery/chor-096,10,5,140.859375,0,Imagery,096
798,1970-01-01 00:02:49.031250,28.15625,Imagery/chor-038,10,6,169.03125,2,Imagery,038
799,1970-01-01 00:03:17.203125,28.15625,Imagery/chor-101,10,7,197.203125,1,Imagery,101
800,1970-01-01 00:03:45.375000,28.15625,Imagery/chor-101,10,8,225.375,0,Imagery,101
801,1970-01-01 00:04:13.546875,28.15625,Imagery/chor-019,10,9,253.546875,0,Imagery,019
802,1970-01-01 00:04:41.718750,28.15625,Imagery/chor-019,10,10,281.71875,0,Imagery,019
803,1970-01-01 00:05:09.890625,28.15625,Listening/chor-038,10,11,309.890625,3,Listening,038
804,1970-01-01 00:05:38.062500,28.15625,Listening/chor-038,10,12,338.0625,1,Listening,038
805,1970-01-01 00:06:06.234375,28.15625,Listening/chor-101,10,13,366.234375,0,Listening,101
806,1970-01-01 00:06:34.406250,28.15625,Listening/chor-101,10,14,394.40625,0,Listening,101
807,1970-01-01 00:07:02.578125,28.15625,Listening/chor-101,10,15,422.578125,0,Listening,101
808,1970-01-01 00:07:30.750000,28.15625,Listening/chor-019,10,16,450.75,0,Listening,019
809,1970-01-01 00:07:58.921875,28.15625,Listening/chor-019,10,17,478.921875,0,Listening,019
810,1970-01-01 00:08:27.093750,28.15625,Listening/chor-019,10,18,507.09375,0,Listening,019
811,1970-01-01 00:08:55.265625,28.15625,Imagery/chor-096,10,19,535.265625,0,Imagery,096
812,1970-01-01 00:09:23.437500,28.15625,Imagery/chor-101,10,20,563.4375,0,Imagery,101
813,1970-01-01 00:09:51.609375,28.15625,Imagery/chor-101,10,21,591.609375,0,Imagery,101
814,1970-01-01 00:10:19.781250,28.15625,Listening/chor-096,10,22,619.78125,0,Listening,096
815,1970-01-01 00:10:47.953125,28.15625,Listening/chor-096,10,23,647.953125,0,Listening,096
816,1970-01-01 00:11:16.125000,28.15625,Listening/chor-096,10,24,676.125,0,Listening,096
817,1970-01-01 00:11:44.296875,28.15625,Listening/chor-038,10,25,704.296875,1,Listening,038
818,1970-01-01 00:12:12.468750,28.15625,Listening/chor-101,10,26,732.46875,0,Listening,101
819,1970-01-01 00:12:40.640625,28.15625,Listening/chor-019,10,27,760.640625,0,Listening,019
820,1970-01-01 00:13:08.812500,28.15625,Imagery/chor-096,10,28,788.8125,0,Imagery,096
821,1970-01-01 00:13:36.984375,28.15625,Imagery/chor-038,10,29,816.984375,1,Imagery,038
822,1970-01-01 00:14:05.156250,28.15625,Imagery/chor-038,10,30,845.15625,0,Imagery,038
823,1970-01-01 00:14:33.328125,28.15625,Imagery/chor-101,10,31,873.328125,1,Imagery,101
824,1970-01-01 00:15:01.500000,28.15625,Imagery/chor-101,10,32,901.5,0,Imagery,101
825,1970-01-01 00:15:29.671875,28.15625,Listening/chor-101,10,33,929.671875,0,Listening,101
826,1970-01-01 00:15:57.843750,28.15625,Listening/chor-101,10,34,957.84375,0,Listening,101
827,1970-01-01 00:16:26.015625,28.15625,Listening/chor-101,10,35,986.015625,0,Listening,101
828,1970-01-01 00:16:54.187500,28.15625,Listening/chor-101,10,36,1014.1875,1,Listening,101
829,1970-01-01 00:17:22.359375,28.15625,Imagery/chor-096,10,37,1042.359375,0,Imagery,096
830,1970-01-01 00:17:50.531250,28.15625,Imagery/chor-038,10,38,1070.53125,1,Imagery,038
831,1970-01-01 00:18:18.703125,28.15625,Imagery/chor-038,10,39,1098.703125,0,Imagery,038
832,1970-01-01 00:18:46.875000,28.15625,Imagery/chor-038,10,40,1126.875,0,Imagery,038
833,1970-01-01 00:19:15.046875,28.15625,Imagery/chor-019,10,41,1155.046875,0,Imagery,019
834,1970-01-01 00:19:43.218750,28.15625,Imagery/chor-019,10,42,1183.21875,0,Imagery,019
835,1970-01-01 00:20:11.390625,28.15625,Imagery/chor-019,10,43,1211.390625,1,Imagery,019
836,1970-01-01 00:20:39.562500,28.15625,Listening/chor-096,10,44,1239.5625,0,Listening,096
837,1970-01-01 00:21:07.734375,28.15625,Listening/chor-096,10,45,1267.734375,0,Listening,096
838,1970-01-01 00:21:35.906250,28.15625,Listening/chor-096,10,46,1295.90625,0,Listening,096
839,1970-01-01 00:22:04.078125,28.15625,Listening/chor-096,10,47,1324.078125,1,Listening,096
840,1970-01-01 00:22:32.250000,28.15625,Listening/chor-019,10,48,1352.25,1,Listening,019
841,1970-01-01 00:23:00.421875,28.15625,Imagery/chor-096,10,49,1380.421875,0,Imagery,096
842,1970-01-01 00:23:28.593750,28.15625,Imagery/chor-038,10,50,1408.59375,0,Imagery,038
843,1970-01-01 00:23:56.765625,28.15625,Imagery/chor-038,10,51,1436.765625,1,Imagery,038
844,1970-01-01 00:24:24.937500,28.15625,Imagery/chor-101,10,52,1464.9375,0,Imagery,101
845,1970-01-01 00:24:53.109375,28.15625,Imagery/chor-019,10,53,1493.109375,0,Imagery,019
846,1970-01-01 00:25:21.281250,28.15625,Imagery/chor-019,10,54,1521.28125,0,Imagery,019
847,1970-01-01 00:25:49.453125,28.15625,Listening/chor-096,10,55,1549.453125,0,Listening,096
848,1970-01-01 00:26:17.625000,28.15625,Listening/chor-038,10,56,1577.625,0,Listening,038
849,1970-01-01 00:26:45.796875,28.15625,Listening/chor-038,10,57,1605.796875,0,Listening,038
850,1970-01-01 00:27:13.968750,28.15625,Listening/chor-038,10,58,1633.96875,0,Listening,038
851,1970-01-01 00:27:42.140625,28.15625,Listening/chor-101,10,59,1662.140625,0,Listening,101
852,1970-01-01 00:28:10.312500,28.15625,Listening/chor-019,10,60,1690.3125,0,Listening,019
853,1970-01-01 00:28:38.484375,28.15625,Imagery/chor-096,10,61,1718.484375,0,Imagery,096
854,1970-01-01 00:29:06.656250,28.15625,Imagery/chor-096,10,62,1746.65625,1,Imagery,096
855,1970-01-01 00:29:34.828125,28.15625,Imagery/chor-096,10,63,1774.828125,1,Imagery,096
856,1970-01-01 00:30:03.000000,28.15625,Imagery/chor-101,10,64,1803.0,0,Imagery,101
857,1970-01-01 00:30:31.171875,28.15625,Imagery/chor-019,10,65,1831.171875,0,Imagery,019
858,1970-01-01 00:30:59.343750,28.15625,Listening/chor-096,10,66,1859.34375,1,Listening,096
859,1970-01-01 00:31:27.515625,28.15625,Listening/chor-038,10,67,1887.515625,2,Listening,038
860,1970-01-01 00:31:55.687500,28.15625,Listening/chor-038,10,68,1915.6875,1,Listening,038
861,1970-01-01 00:32:23.859375,28.15625,Listening/chor-019,10,69,1943.859375,0,Listening,019
862,1970-01-01 00:32:52.031250,28.15625,Listening/chor-019,10,70,1972.03125,0,Listening,019
863,1970-01-01 00:33:20.203125,28.15625,Listening/chor-019,10,71,2000.203125,0,Listening,019
864,1970-01-01 00:33:48.375000,28.15625,Imagery/chor-096,10,72,2028.375,0,Imagery,096
865,1970-01-01 00:34:16.546875,28.15625,Imagery/chor-096,10,73,2056.546875,1,Imagery,096
866,1970-01-01 00:34:44.718750,28.15625,Imagery/chor-038,10,74,2084.71875,1,Imagery,038
867,1970-01-01 00:35:12.890625,28.15625,Imagery/chor-101,10,75,2112.890625,0,Imagery,101
868,1970-01-01 00:35:41.062500,28.15625,Imagery/chor-019,10,76,2141.0625,0,Imagery,019
869,1970-01-01 00:36:09.234375,28.15625,Listening/chor-096,10,77,2169.234375,1,Listening,096
870,1970-01-01 00:36:37.406250,28.15625,Listening/chor-038,10,78,2197.40625,0,Listening,038
871,1970-01-01 00:37:05.578125,28.15625,Listening/chor-101,10,79,2225.578125,0,Listening,101
872,1970-01-01 00:37:33.750000,28.15625,Listening/chor-019,10,80,2253.75,0,Listening,019
873,1970-01-01 00:38:01.921875,28.15625,Imagery/chor-096,10,81,2281.921875,0,Imagery,096
874,1970-01-01 00:38:30.093750,28.15625,Imagery/chor-038,10,82,2310.09375,0,Imagery,038
875,1970-01-01 00:38:58.265625,28.15625,Imagery/chor-038,10,83,2338.265625,0,Imagery,038
876,1970-01-01 00:39:26.437500,28.15625,Imagery/chor-101,10,84,2366.4375,0,Imagery,101
877,1970-01-01 00:39:54.609375,28.15625,Imagery/chor-101,10,85,2394.609375,1,Imagery,101
878,1970-01-01 00:40:22.781250,28.15625,Imagery/chor-019,10,86,2422.78125,0,Imagery,019
879,1970-01-01 00:40:50.953125,28.15625,Imagery/chor-019,10,87,2450.953125,0,Imagery,019
880,1970-01-01 00:00:00.000000,28.15625,Listening/chor-096,11,0,0.0,8,Listening,096
881,1970-01-01 00:00:28.171875,28.15625,Listening/chor-038,11,1,28.171875,8,Listening,038
882,1970-01-01 00:00:56.343750,28.15625,Listening/chor-038,11,2,56.34375,4,Listening,038
883,1970-01-01 00:01:24.515625,28.15625,Listening/chor-101,11,3,84.515625,13,Listening,101
884,1970-01-01 00:01:52.687500,28.15625,Imagery/chor-096,11,4,112.6875,10,Imagery,096
885,1970-01-01 00:02:20.859375,28.15625,Imagery/chor-096,11,5,140.859375,8,Imagery,096
886,1970-01-01 00:02:49.031250,28.15625,Imagery/chor-096,11,6,169.03125,2,Imagery,096
887,1970-01-01 00:03:17.203125,28.15625,Imagery/chor-038,11,7,197.203125,5,Imagery,038
888,1970-01-01 00:03:45.375000,28.15625,Imagery/chor-038,11,8,225.375,3,Imagery,038
889,1970-01-01 00:04:13.546875,28.15625,Imagery/chor-019,11,9,253.546875,3,Imagery,019
890,1970-01-01 00:04:41.718750,28.15625,Imagery/chor-019,11,10,281.71875,5,Imagery,019
891,1970-01-01 00:05:09.890625,28.15625,Listening/chor-096,11,11,309.890625,2,Listening,096
892,1970-01-01 00:05:38.062500,28.15625,Listening/chor-096,11,12,338.0625,9,Listening,096
893,1970-01-01 00:06:06.234375,28.15625,Listening/chor-038,11,13,366.234375,5,Listening,038
894,1970-01-01 00:06:34.406250,28.15625,Imagery/chor-096,11,14,394.40625,4,Imagery,096
895,1970-01-01 00:07:02.578125,28.15625,Imagery/chor-096,11,15,422.578125,6,Imagery,096
896,1970-01-01 00:07:30.750000,28.15625,Imagery/chor-038,11,16,450.75,5,Imagery,038
897,1970-01-01 00:07:58.921875,28.15625,Imagery/chor-038,11,17,478.921875,5,Imagery,038
898,1970-01-01 00:08:27.093750,28.15625,Imagery/chor-038,11,18,507.09375,5,Imagery,038
899,1970-01-01 00:08:55.265625,28.15625,Imagery/chor-101,11,19,535.265625,4,Imagery,101
900,1970-01-01 00:09:23.437500,28.15625,Imagery/chor-019,11,20,563.4375,2,Imagery,019
901,1970-01-01 00:09:51.609375,28.15625,Imagery/chor-019,11,21,591.609375,3,Imagery,019
902,1970-01-01 00:10:19.781250,28.15625,Listening/chor-096,11,22,619.78125,9,Listening,096
903,1970-01-01 00:10:47.953125,28.15625,Listening/chor-096,11,23,647.953125,5,Listening,096
904,1970-01-01 00:11:16.125000,28.15625,Listening/chor-038,11,24,676.125,2,Listening,038
905,1970-01-01 00:11:44.296875,28.15625,Listening/chor-038,11,25,704.296875,6,Listening,038
906,1970-01-01 00:12:12.468750,28.15625,Listening/chor-101,11,26,732.46875,8,Listening,101
907,1970-01-01 00:12:40.640625,28.15625,Listening/chor-101,11,27,760.640625,5,Listening,101
908,1970-01-01 00:13:08.812500,28.15625,Listening/chor-019,11,28,788.8125,0,Listening,019
909,1970-01-01 00:13:36.984375,28.15625,Imagery/chor-096,11,29,816.984375,5,Imagery,096
910,1970-01-01 00:14:05.156250,28.15625,Imagery/chor-038,11,30,845.15625,7,Imagery,038
911,1970-01-01 00:14:33.328125,28.15625,Imagery/chor-038,11,31,873.328125,8,Imagery,038
912,1970-01-01 00:15:01.500000,28.15625,Imagery/chor-019,11,32,901.5,2,Imagery,019
913,1970-01-01 00:15:29.671875,28.15625,Listening/chor-038,11,33,929.671875,7,Listening,038
914,1970-01-01 00:15:57.843750,28.15625,Listening/chor-101,11,34,957.84375,2,Listening,101
915,1970-01-01 00:16:26.015625,28.15625,Listening/chor-101,11,35,986.015625,5,Listening,101
916,1970-01-01 00:16:54.187500,28.15625,Listening/chor-019,11,36,1014.1875,2,Listening,019
917,1970-01-01 00:17:22.359375,28.15625,Listening/chor-019,11,37,1042.359375,3,Listening,019
918,1970-01-01 00:17:50.531250,28.15625,Imagery/chor-101,11,38,1070.53125,0,Imagery,101
919,1970-01-01 00:18:18.703125,28.15625,Imagery/chor-101,11,39,1098.703125,3,Imagery,101
920,1970-01-01 00:18:46.875000,28.15625,Imagery/chor-101,11,40,1126.875,5,Imagery,101
921,1970-01-01 00:19:15.046875,28.15625,Imagery/chor-101,11,41,1155.046875,4,Imagery,101
922,1970-01-01 00:19:43.218750,28.15625,Imagery/chor-101,11,42,1183.21875,3,Imagery,101
923,1970-01-01 00:20:11.390625,28.15625,Imagery/chor-101,11,43,1211.390625,2,Imagery,101
924,1970-01-01 00:20:39.562500,28.15625,Listening/chor-038,11,44,1239.5625,9,Listening,038
925,1970-01-01 00:21:07.734375,28.15625,Listening/chor-038,11,45,1267.734375,5,Listening,038
926,1970-01-01 00:21:35.906250,28.15625,Listening/chor-038,11,46,1295.90625,4,Listening,038
927,1970-01-01 00:22:04.078125,28.15625,Listening/chor-101,11,47,1324.078125,4,Listening,101
928,1970-01-01 00:22:32.250000,28.15625,Listening/chor-101,11,48,1352.25,7,Listening,101
929,1970-01-01 00:23:00.421875,28.15625,Listening/chor-101,11,49,1380.421875,6,Listening,101
930,1970-01-01 00:23:28.593750,28.15625,Listening/chor-019,11,50,1408.59375,3,Listening,019
931,1970-01-01 00:23:56.765625,28.15625,Listening/chor-019,11,51,1436.765625,2,Listening,019
932,1970-01-01 00:24:24.937500,28.15625,Listening/chor-019,11,52,1464.9375,7,Listening,019
933,1970-01-01 00:24:53.109375,28.15625,Imagery/chor-101,11,53,1493.109375,2,Imagery,101
934,1970-01-01 00:25:21.281250,28.15625,Imagery/chor-019,11,54,1521.28125,4,Imagery,019
935,1970-01-01 00:25:49.453125,28.15625,Listening/chor-096,11,55,1549.453125,5,Listening,096
936,1970-01-01 00:26:17.625000,28.15625,Listening/chor-096,11,56,1577.625,2,Listening,096
937,1970-01-01 00:26:45.796875,28.15625,Listening/chor-038,11,57,1605.796875,7,Listening,038
938,1970-01-01 00:27:13.968750,28.15625,Listening/chor-038,11,58,1633.96875,4,Listening,038
939,1970-01-01 00:27:42.140625,28.15625,Listening/chor-101,11,59,1662.140625,4,Listening,101
940,1970-01-01 00:28:10.312500,28.15625,Listening/chor-019,11,60,1690.3125,6,Listening,019
941,1970-01-01 00:28:38.484375,28.15625,Imagery/chor-096,11,61,1718.484375,5,Imagery,096
942,1970-01-01 00:29:06.656250,28.15625,Imagery/chor-096,11,62,1746.65625,6,Imagery,096
943,1970-01-01 00:29:34.828125,28.15625,Imagery/chor-101,11,63,1774.828125,4,Imagery,101
944,1970-01-01 00:30:03.000000,28.15625,Imagery/chor-101,11,64,1803.0,4,Imagery,101
945,1970-01-01 00:30:31.171875,28.15625,Imagery/chor-019,11,65,1831.171875,3,Imagery,019
946,1970-01-01 00:30:59.343750,28.15625,Listening/chor-096,11,66,1859.34375,4,Listening,096
947,1970-01-01 00:31:27.515625,28.15625,Listening/chor-096,11,67,1887.515625,10,Listening,096
948,1970-01-01 00:31:55.687500,28.15625,Listening/chor-096,11,68,1915.6875,7,Listening,096
949,1970-01-01 00:32:23.859375,28.15625,Listening/chor-101,11,69,1943.859375,2,Listening,101
950,1970-01-01 00:32:52.031250,28.15625,Imagery/chor-096,11,70,1972.03125,6,Imagery,096
951,1970-01-01 00:33:20.203125,28.15625,Imagery/chor-096,11,71,2000.203125,5,Imagery,096
952,1970-01-01 00:33:48.375000,28.15625,Imagery/chor-038,11,72,2028.375,1,Imagery,038
953,1970-01-01 00:34:16.546875,28.15625,Imagery/chor-038,11,73,2056.546875,9,Imagery,038
954,1970-01-01 00:34:44.718750,28.15625,Imagery/chor-038,11,74,2084.71875,5,Imagery,038
955,1970-01-01 00:35:12.890625,28.15625,Imagery/chor-019,11,75,2112.890625,3,Imagery,019
956,1970-01-01 00:35:41.062500,28.15625,Imagery/chor-019,11,76,2141.0625,4,Imagery,019
957,1970-01-01 00:36:09.234375,28.15625,Listening/chor-096,11,77,2169.234375,5,Listening,096
958,1970-01-01 00:36:37.406250,28.15625,Listening/chor-101,11,78,2197.40625,0,Listening,101
959,1970-01-01 00:37:05.578125,28.15625,Listening/chor-019,11,79,2225.578125,5,Listening,019
